source,target,material,time,value
farm7,eat5,bananas,2011-08-19,4.4074892158762236
eat5,landfill Cambridge,bananas,2011-08-19,3.0852424511133565
eat5,composting Cambridge,bananas,2011-08-19,1.3222467647628668
farm7,eat5,bananas,2011-08-20,1.2496863115464834
eat5,landfill Cambridge,bananas,2011-08-20,0.8747804180825383
eat5,composting Cambridge,bananas,2011-08-20,0.37490589346394493
farm7,eat5,bananas,2011-08-21,8.914421467800777
eat5,landfill Cambridge,bananas,2011-08-21,6.240095027460548
eat5,composting Cambridge,bananas,2011-08-21,2.674326440340234
farm7,eat5,bananas,2011-08-22,0.034918126144872025
eat5,landfill Cambridge,bananas,2011-08-22,0.024442688301410408
eat5,composting Cambridge,bananas,2011-08-22,0.010475437843461608
farm7,eat5,bananas,2011-08-23,4.650154550561738
eat5,landfill Cambridge,bananas,2011-08-23,3.2551081853932167
eat5,composting Cambridge,bananas,2011-08-23,1.3950463651685214
farm7,eat5,bananas,2011-08-24,5.2069494627324415
eat5,landfill Cambridge,bananas,2011-08-24,3.6448646239127096
eat5,composting Cambridge,bananas,2011-08-24,1.5620848388197326
farm7,eat5,bananas,2011-08-25,5.888655150768344
eat5,landfill Cambridge,bananas,2011-08-25,4.122058605537839
eat5,composting Cambridge,bananas,2011-08-25,1.7665965452305028
farm7,eat5,bananas,2011-08-26,8.742573010636905
eat5,landfill Cambridge,bananas,2011-08-26,6.1198011074458325
eat5,composting Cambridge,bananas,2011-08-26,2.6227719031910715
farm7,eat5,bananas,2011-08-27,0.18314256210056812
eat5,landfill Cambridge,bananas,2011-08-27,0.12819979347039773
eat5,composting Cambridge,bananas,2011-08-27,0.05494276863017045
farm7,eat5,bananas,2011-08-28,0.9970017403018072
eat5,landfill Cambridge,bananas,2011-08-28,0.6979012182112648
eat5,composting Cambridge,bananas,2011-08-28,0.2991005220905421
farm7,eat5,bananas,2011-08-29,7.7878402042471135
eat5,landfill Cambridge,bananas,2011-08-29,5.4514881429729805
eat5,composting Cambridge,bananas,2011-08-29,2.3363520612741344
farm7,eat5,bananas,2011-08-30,4.168107937242058
eat5,landfill Cambridge,bananas,2011-08-30,2.9176755560694416
eat5,composting Cambridge,bananas,2011-08-30,1.2504323811726177
farm7,eat5,bananas,2011-08-31,0.02928140244445042
eat5,landfill Cambridge,bananas,2011-08-31,0.02049698171111529
eat5,composting Cambridge,bananas,2011-08-31,0.008784420733335125
farm7,eat7,bananas,2011-08-01,0.00023136413084336285
eat7,landfill Cambridge,bananas,2011-08-01,0.000161954891590354
eat7,composting Cambridge,bananas,2011-08-01,6.940923925300886e-05
farm7,eat7,bananas,2011-08-02,2.275213428128537
eat7,landfill Cambridge,bananas,2011-08-02,1.5926493996899758
eat7,composting Cambridge,bananas,2011-08-02,0.6825640284385611
farm7,eat7,bananas,2011-08-03,0.0608614694566685
eat7,landfill Cambridge,bananas,2011-08-03,0.042603028619667936
eat7,composting Cambridge,bananas,2011-08-03,0.01825844083700055
farm7,eat7,bananas,2011-08-04,1.7502040591250323
eat7,landfill Cambridge,bananas,2011-08-04,1.2251428413875225
eat7,composting Cambridge,bananas,2011-08-04,0.5250612177375097
farm7,eat7,bananas,2011-08-05,0.4670177954234565
eat7,landfill Cambridge,bananas,2011-08-05,0.3269124567964195
eat7,composting Cambridge,bananas,2011-08-05,0.14010533862703692
farm7,eat7,bananas,2011-08-06,8.883641955042117
eat7,landfill Cambridge,bananas,2011-08-06,6.218549368529482
eat7,composting Cambridge,bananas,2011-08-06,2.665092586512635
farm7,eat7,bananas,2011-08-07,1.6523599262604762
eat7,landfill Cambridge,bananas,2011-08-07,1.1566519483823332
eat7,composting Cambridge,bananas,2011-08-07,0.4957079778781429
farm7,eat7,bananas,2011-08-08,3.12383674729876
eat7,landfill Cambridge,bananas,2011-08-08,2.186685723109132
eat7,composting Cambridge,bananas,2011-08-08,0.9371510241896279
farm7,eat7,bananas,2011-08-09,0.7641906235210129
eat7,landfill Cambridge,bananas,2011-08-09,0.5349334364647089
eat7,composting Cambridge,bananas,2011-08-09,0.22925718705630385
farm7,eat7,bananas,2011-08-10,4.774722520266663
eat7,landfill Cambridge,bananas,2011-08-10,3.3423057641866643
eat7,composting Cambridge,bananas,2011-08-10,1.432416756079999
farm7,eat7,bananas,2011-08-11,0.01818852420570155
eat7,landfill Cambridge,bananas,2011-08-11,0.012731966943991084
eat7,composting Cambridge,bananas,2011-08-11,0.005456557261710465
farm7,eat7,bananas,2011-08-12,0.4022144211395679
eat7,landfill Cambridge,bananas,2011-08-12,0.2815500947976975
eat7,composting Cambridge,bananas,2011-08-12,0.12066432634187035
farm7,eat7,bananas,2011-08-13,0.00048148569988533835
eat7,landfill Cambridge,bananas,2011-08-13,0.0003370399899197368
eat7,composting Cambridge,bananas,2011-08-13,0.0001444457099656015
farm7,eat7,bananas,2011-08-14,9.331225769289912
eat7,landfill Cambridge,bananas,2011-08-14,6.5318580385029374
eat7,composting Cambridge,bananas,2011-08-14,2.7993677307869738
farm7,eat7,bananas,2011-08-15,8.163800820982804
eat7,landfill Cambridge,bananas,2011-08-15,5.714660574687962
eat7,composting Cambridge,bananas,2011-08-15,2.449140246294841
farm7,eat7,bananas,2011-08-16,0.2800278403521692
eat7,landfill Cambridge,bananas,2011-08-16,0.19601948824651844
eat7,composting Cambridge,bananas,2011-08-16,0.08400835210565076
farm7,eat7,bananas,2011-08-17,2.3939083479854144
eat7,landfill Cambridge,bananas,2011-08-17,1.6757358435897902
eat7,composting Cambridge,bananas,2011-08-17,0.7181725043956243
farm7,eat7,bananas,2011-08-18,1.8331487507642081
eat7,landfill Cambridge,bananas,2011-08-18,1.2832041255349456
eat7,composting Cambridge,bananas,2011-08-18,0.5499446252292625
farm7,eat7,bananas,2011-08-19,5.091725445475184
eat7,landfill Cambridge,bananas,2011-08-19,3.564207811832629
eat7,composting Cambridge,bananas,2011-08-19,1.5275176336425549
farm7,eat7,bananas,2011-08-20,2.045679456467968
eat7,landfill Cambridge,bananas,2011-08-20,1.4319756195275777
eat7,composting Cambridge,bananas,2011-08-20,0.6137038369403904
farm7,eat7,bananas,2011-08-21,1.4537578043943191
eat7,landfill Cambridge,bananas,2011-08-21,1.0176304630760231
eat7,composting Cambridge,bananas,2011-08-21,0.4361273413182956
farm7,eat7,bananas,2011-08-22,9.550286102035457
eat7,landfill Cambridge,bananas,2011-08-22,6.68520027142482
eat7,composting Cambridge,bananas,2011-08-22,2.8650858306106373
farm7,eat7,bananas,2011-08-23,1.0630344612769291
eat7,landfill Cambridge,bananas,2011-08-23,0.7441241228938503
eat7,composting Cambridge,bananas,2011-08-23,0.31891033838307875
farm7,eat7,bananas,2011-08-24,7.62558444302055
eat7,landfill Cambridge,bananas,2011-08-24,5.337909110114385
eat7,composting Cambridge,bananas,2011-08-24,2.287675332906165
farm7,eat7,bananas,2011-08-25,3.2112716843411033
eat7,landfill Cambridge,bananas,2011-08-25,2.2478901790387726
eat7,composting Cambridge,bananas,2011-08-25,0.9633815053023312
farm7,eat7,bananas,2011-08-26,0.1335713433364573
eat7,landfill Cambridge,bananas,2011-08-26,0.0934999403355201
eat7,composting Cambridge,bananas,2011-08-26,0.040071403000937186
farm7,eat7,bananas,2011-08-27,0.1981767030669092
eat7,landfill Cambridge,bananas,2011-08-27,0.1387236921468364
eat7,composting Cambridge,bananas,2011-08-27,0.05945301092007276
farm7,eat7,bananas,2011-08-28,0.410769962261091
eat7,landfill Cambridge,bananas,2011-08-28,0.2875389735827637
eat7,composting Cambridge,bananas,2011-08-28,0.1232309886783273
farm7,eat7,bananas,2011-08-29,0.001159698981368589
eat7,landfill Cambridge,bananas,2011-08-29,0.0008117892869580122
eat7,composting Cambridge,bananas,2011-08-29,0.0003479096944105767
farm7,eat7,bananas,2011-08-30,3.6547051048443766
eat7,landfill Cambridge,bananas,2011-08-30,2.558293573391063
eat7,composting Cambridge,bananas,2011-08-30,1.0964115314533127
farm7,eat7,bananas,2011-08-31,8.150424132152532
eat7,landfill Cambridge,bananas,2011-08-31,5.705296892506772
eat7,composting Cambridge,bananas,2011-08-31,2.44512723964576
farm7,eat9,bananas,2011-08-01,0.2029828376972588
eat9,landfill London,bananas,2011-08-01,0.14208798638808112
eat9,composting London,bananas,2011-08-01,0.06089485130917763
farm7,eat9,bananas,2011-08-02,7.564690477326295
eat9,landfill London,bananas,2011-08-02,5.295283334128407
eat9,composting London,bananas,2011-08-02,2.269407143197889
farm7,eat9,bananas,2011-08-03,1.8004312579069053
eat9,landfill London,bananas,2011-08-03,1.2603018805348336
eat9,composting London,bananas,2011-08-03,0.5401293773720716
farm7,eat9,bananas,2011-08-04,2.832130549902114
eat9,landfill London,bananas,2011-08-04,1.98249138493148
eat9,composting London,bananas,2011-08-04,0.8496391649706342
farm7,eat9,bananas,2011-08-05,5.286706557347014
eat9,landfill London,bananas,2011-08-05,3.7006945901429087
eat9,composting London,bananas,2011-08-05,1.586011967204104
farm7,eat9,bananas,2011-08-06,5.963985425112347
eat9,landfill London,bananas,2011-08-06,4.174789797578643
eat9,composting London,bananas,2011-08-06,1.7891956275337042
farm7,eat9,bananas,2011-08-07,5.197548730860582
eat9,landfill London,bananas,2011-08-07,3.6382841116024083
eat9,composting London,bananas,2011-08-07,1.5592646192581745
farm7,eat9,bananas,2011-08-08,4.53603048324432
eat9,landfill London,bananas,2011-08-08,3.175221338271024
eat9,composting London,bananas,2011-08-08,1.3608091449732955
farm7,eat9,bananas,2011-08-09,3.7818980077948265
eat9,landfill London,bananas,2011-08-09,2.6473286054563783
eat9,composting London,bananas,2011-08-09,1.1345694023384478
farm7,eat9,bananas,2011-08-10,7.302826352534085
eat9,landfill London,bananas,2011-08-10,5.1119784467738585
eat9,composting London,bananas,2011-08-10,2.1908479057602253
farm7,eat9,bananas,2011-08-11,0.0002858275691489064
eat9,landfill London,bananas,2011-08-11,0.00020007929840423446
eat9,composting London,bananas,2011-08-11,8.574827074467191e-05
farm7,eat9,bananas,2011-08-12,0.284240479604194
eat9,landfill London,bananas,2011-08-12,0.1989683357229358
eat9,composting London,bananas,2011-08-12,0.0852721438812582
farm7,eat9,bananas,2011-08-13,0.644797697087697
eat9,landfill London,bananas,2011-08-13,0.4513583879613878
eat9,composting London,bananas,2011-08-13,0.19343930912630908
farm7,eat9,bananas,2011-08-14,8.088876839593421
eat9,landfill London,bananas,2011-08-14,5.662213787715395
eat9,composting London,bananas,2011-08-14,2.4266630518780263
farm7,eat9,bananas,2011-08-15,7.1946172806565665
eat9,landfill London,bananas,2011-08-15,5.036232096459595
eat9,composting London,bananas,2011-08-15,2.158385184196969
farm7,eat9,bananas,2011-08-16,1.0817973795108595
eat9,landfill London,bananas,2011-08-16,0.7572581656576016
eat9,composting London,bananas,2011-08-16,0.32453921385325785
farm7,eat9,bananas,2011-08-17,5.207174876955488
eat9,landfill London,bananas,2011-08-17,3.6450224138688414
eat9,composting London,bananas,2011-08-17,1.5621524630866463
farm7,eat9,bananas,2011-08-18,9.731676981918532
eat9,landfill London,bananas,2011-08-18,6.812173887342973
eat9,composting London,bananas,2011-08-18,2.91950309457556
farm7,eat9,bananas,2011-08-19,2.8948919445910763
eat9,landfill London,bananas,2011-08-19,2.026424361213753
eat9,composting London,bananas,2011-08-19,0.8684675833773229
farm7,eat9,bananas,2011-08-20,4.864515805626457
eat9,landfill London,bananas,2011-08-20,3.40516106393852
eat9,composting London,bananas,2011-08-20,1.4593547416879369
farm7,eat9,bananas,2011-08-21,2.027330247049284
eat9,landfill London,bananas,2011-08-21,1.4191311729344989
eat9,composting London,bananas,2011-08-21,0.6081990741147852
farm7,eat9,bananas,2011-08-22,4.747642230773722
eat9,landfill London,bananas,2011-08-22,3.323349561541605
eat9,composting London,bananas,2011-08-22,1.4242926692321165
farm7,eat9,bananas,2011-08-23,0.0289980194776303
eat9,landfill London,bananas,2011-08-23,0.020298613634341208
eat9,composting London,bananas,2011-08-23,0.00869940584328909
farm7,eat9,bananas,2011-08-24,8.499196017159313
eat9,landfill London,bananas,2011-08-24,5.949437212011517
eat9,composting London,bananas,2011-08-24,2.549758805147794
farm7,eat9,bananas,2011-08-25,4.592242713604634
eat9,landfill London,bananas,2011-08-25,3.2145698995232435
eat9,composting London,bananas,2011-08-25,1.37767281408139
farm7,eat9,bananas,2011-08-26,0.00948863479159846
eat9,landfill London,bananas,2011-08-26,0.006642044354118921
eat9,composting London,bananas,2011-08-26,0.002846590437479538
farm7,eat9,bananas,2011-08-27,5.314376645134475
eat9,landfill London,bananas,2011-08-27,3.720063651594132
eat9,composting London,bananas,2011-08-27,1.5943129935403424
farm7,eat9,bananas,2011-08-28,3.575011591164672
eat9,landfill London,bananas,2011-08-28,2.5025081138152703
eat9,composting London,bananas,2011-08-28,1.0725034773494015
farm7,eat9,bananas,2011-08-29,7.0514403210241445
eat9,landfill London,bananas,2011-08-29,4.936008224716901
eat9,composting London,bananas,2011-08-29,2.115432096307244
farm7,eat9,bananas,2011-08-30,0.0828736258384266
eat9,landfill London,bananas,2011-08-30,0.058011538086898615
eat9,composting London,bananas,2011-08-30,0.02486208775152798
farm7,eat9,bananas,2011-08-31,8.566415681939956
eat9,landfill London,bananas,2011-08-31,5.996490977357969
eat9,composting London,bananas,2011-08-31,2.569924704581987
farm7,eat11,oranges,2011-08-01,4.089721687171366
eat11,landfill Newmarket,oranges,2011-08-01,2.862805181019956
eat11,composting Newmarket,oranges,2011-08-01,1.2269165061514098
farm7,eat11,oranges,2011-08-02,0.13749464886654195
eat11,landfill Newmarket,oranges,2011-08-02,0.09624625420657937
eat11,composting Newmarket,oranges,2011-08-02,0.04124839465996258
farm7,eat11,oranges,2011-08-03,0.9650990433473938
eat11,landfill Newmarket,oranges,2011-08-03,0.6755693303431757
eat11,composting Newmarket,oranges,2011-08-03,0.2895297130042181
farm7,eat11,oranges,2011-08-04,9.948363017228628
eat11,landfill Newmarket,oranges,2011-08-04,6.963854112060036
eat11,composting Newmarket,oranges,2011-08-04,2.984508905168588
farm7,eat11,oranges,2011-08-05,2.1356176791658967
eat11,landfill Newmarket,oranges,2011-08-05,1.4949323754161277
eat11,composting Newmarket,oranges,2011-08-05,0.6406853037497691
farm7,eat11,oranges,2011-08-06,8.905004288425326
eat11,landfill Newmarket,oranges,2011-08-06,6.233503001897727
eat11,composting Newmarket,oranges,2011-08-06,2.6715012865275978
farm7,eat11,oranges,2011-08-07,7.523633512165907
eat11,landfill Newmarket,oranges,2011-08-07,5.266543458516135
eat11,composting Newmarket,oranges,2011-08-07,2.257090053649772
farm7,eat11,oranges,2011-08-08,0.13711108548401105
eat11,landfill Newmarket,oranges,2011-08-08,0.09597775983880773
eat11,composting Newmarket,oranges,2011-08-08,0.04113332564520331
farm7,eat11,oranges,2011-08-09,0.1959089630351004
eat11,landfill Newmarket,oranges,2011-08-09,0.13713627412457027
eat11,composting Newmarket,oranges,2011-08-09,0.05877268891053013
farm7,eat11,oranges,2011-08-10,2.415825362709851
eat11,landfill Newmarket,oranges,2011-08-10,1.6910777538968955
eat11,composting Newmarket,oranges,2011-08-10,0.7247476088129553
farm7,eat11,oranges,2011-08-11,7.194423784358077
eat11,landfill Newmarket,oranges,2011-08-11,5.036096649050654
eat11,composting Newmarket,oranges,2011-08-11,2.1583271353074243
farm7,eat11,oranges,2011-08-12,2.5660499620142927
eat11,landfill Newmarket,oranges,2011-08-12,1.7962349734100047
eat11,composting Newmarket,oranges,2011-08-12,0.7698149886042878
farm7,eat11,oranges,2011-08-13,5.7172549675744335
eat11,landfill Newmarket,oranges,2011-08-13,4.002078477302101
eat11,composting Newmarket,oranges,2011-08-13,1.7151764902723292
farm7,eat11,oranges,2011-08-14,6.670232266775532
eat11,landfill Newmarket,oranges,2011-08-14,4.669162586742871
eat11,composting Newmarket,oranges,2011-08-14,2.00106968003266
farm7,eat11,oranges,2011-08-15,3.318971360458206
eat11,landfill Newmarket,oranges,2011-08-15,2.323279952320744
eat11,composting Newmarket,oranges,2011-08-15,0.9956914081374616
farm7,eat11,oranges,2011-08-16,9.415500298931356
eat11,landfill Newmarket,oranges,2011-08-16,6.59085020925195
eat11,composting Newmarket,oranges,2011-08-16,2.8246500896794067
farm7,eat11,oranges,2011-08-17,0.07563807486185188
eat11,landfill Newmarket,oranges,2011-08-17,0.05294665240329632
eat11,composting Newmarket,oranges,2011-08-17,0.02269142245855556
farm7,eat11,oranges,2011-08-18,3.4276893470176155
eat11,landfill Newmarket,oranges,2011-08-18,2.3993825429123303
eat11,composting Newmarket,oranges,2011-08-18,1.0283068041052843
farm7,eat11,oranges,2011-08-19,6.539009726219809
eat11,landfill Newmarket,oranges,2011-08-19,4.577306808353867
eat11,composting Newmarket,oranges,2011-08-19,1.9617029178659424
farm7,eat11,oranges,2011-08-20,0.3345919752027788
eat11,landfill Newmarket,oranges,2011-08-20,0.2342143826419452
eat11,composting Newmarket,oranges,2011-08-20,0.10037759256083363
farm7,eat11,oranges,2011-08-21,2.220453731323188
eat11,landfill Newmarket,oranges,2011-08-21,1.5543176119262316
eat11,composting Newmarket,oranges,2011-08-21,0.6661361193969565
farm7,eat11,oranges,2011-08-22,2.6720312675769122
eat11,landfill Newmarket,oranges,2011-08-22,1.8704218873038376
eat11,composting Newmarket,oranges,2011-08-22,0.8016093802730734
farm7,eat11,oranges,2011-08-23,1.5263710610420544
eat11,landfill Newmarket,oranges,2011-08-23,1.068459742729438
eat11,composting Newmarket,oranges,2011-08-23,0.4579113183126163
farm7,eat11,oranges,2011-08-24,0.0057153664915057314
eat11,landfill Newmarket,oranges,2011-08-24,0.004000756544054011
eat11,composting Newmarket,oranges,2011-08-24,0.0017146099474517195
farm7,eat11,oranges,2011-08-25,5.163200044432153
eat11,landfill Newmarket,oranges,2011-08-25,3.6142400311025065
eat11,composting Newmarket,oranges,2011-08-25,1.5489600133296455
farm7,eat11,oranges,2011-08-26,5.361762246308912
eat11,landfill Newmarket,oranges,2011-08-26,3.7532335724162382
eat11,composting Newmarket,oranges,2011-08-26,1.6085286738926734
farm7,eat11,oranges,2011-08-27,0.7048593744144631
eat11,landfill Newmarket,oranges,2011-08-27,0.4934015620901242
eat11,composting Newmarket,oranges,2011-08-27,0.2114578123243389
farm7,eat11,oranges,2011-08-28,0.3718034876042312
eat11,landfill Newmarket,oranges,2011-08-28,0.26026244132296183
eat11,composting Newmarket,oranges,2011-08-28,0.11154104628126936
farm7,eat11,oranges,2011-08-29,0.6238685169650857
eat11,landfill Newmarket,oranges,2011-08-29,0.43670796187556
eat11,composting Newmarket,oranges,2011-08-29,0.1871605550895257
farm7,eat11,oranges,2011-08-30,0.02676082645684253
eat11,landfill Newmarket,oranges,2011-08-30,0.01873257851978977
eat11,composting Newmarket,oranges,2011-08-30,0.008028247937052759
farm7,eat11,oranges,2011-08-31,5.850206657617491
eat11,landfill Newmarket,oranges,2011-08-31,4.0951446603322434
eat11,composting Newmarket,oranges,2011-08-31,1.7550619972852473
farm8,eat1,bananas,2011-08-01,2.927125509005873
eat1,landfill Cambridge,bananas,2011-08-01,2.048987856304111
eat1,composting Cambridge,bananas,2011-08-01,0.8781376527017619
farm8,eat1,bananas,2011-08-02,7.318749407992118
eat1,landfill Cambridge,bananas,2011-08-02,5.123124585594481
eat1,composting Cambridge,bananas,2011-08-02,2.195624822397636
farm8,eat1,bananas,2011-08-03,0.0369969612850605
eat1,landfill Cambridge,bananas,2011-08-03,0.025897872899542342
eat1,composting Cambridge,bananas,2011-08-03,0.011099088385518149
farm8,eat1,bananas,2011-08-04,3.429402328872482
eat1,landfill Cambridge,bananas,2011-08-04,2.4005816302107377
eat1,composting Cambridge,bananas,2011-08-04,1.0288206986617447
farm8,eat1,bananas,2011-08-05,8.310043087788747
eat1,landfill Cambridge,bananas,2011-08-05,5.817030161452122
eat1,composting Cambridge,bananas,2011-08-05,2.493012926336624
farm8,eat1,bananas,2011-08-06,6.0386711388684855
eat1,landfill Cambridge,bananas,2011-08-06,4.22706979720794
eat1,composting Cambridge,bananas,2011-08-06,1.8116013416605456
farm8,eat1,bananas,2011-08-07,3.2452331091543454
eat1,landfill Cambridge,bananas,2011-08-07,2.2716631764080413
eat1,composting Cambridge,bananas,2011-08-07,0.9735699327463034
farm8,eat1,bananas,2011-08-08,2.5411783180808585
eat1,landfill Cambridge,bananas,2011-08-08,1.7788248226566008
eat1,composting Cambridge,bananas,2011-08-08,0.7623534954242576
farm8,eat1,bananas,2011-08-09,0.6875258146249135
eat1,landfill Cambridge,bananas,2011-08-09,0.4812680702374394
eat1,composting Cambridge,bananas,2011-08-09,0.20625774438747405
farm8,eat1,bananas,2011-08-10,2.605310272612831
eat1,landfill Cambridge,bananas,2011-08-10,1.823717190828981
eat1,composting Cambridge,bananas,2011-08-10,0.7815930817838493
farm8,eat1,bananas,2011-08-11,2.0755813778553525
eat1,landfill Cambridge,bananas,2011-08-11,1.4529069644987467
eat1,composting Cambridge,bananas,2011-08-11,0.6226744133566057
farm8,eat1,bananas,2011-08-12,0.14378357873290978
eat1,landfill Cambridge,bananas,2011-08-12,0.10064850511303684
eat1,composting Cambridge,bananas,2011-08-12,0.043135073619872934
farm8,eat1,bananas,2011-08-13,4.186455159448672
eat1,landfill Cambridge,bananas,2011-08-13,2.93051861161407
eat1,composting Cambridge,bananas,2011-08-13,1.2559365478346014
farm8,eat1,bananas,2011-08-14,4.248328370967854
eat1,landfill Cambridge,bananas,2011-08-14,2.973829859677497
eat1,composting Cambridge,bananas,2011-08-14,1.274498511290356
farm8,eat1,bananas,2011-08-15,0.04252102467759064
eat1,landfill Cambridge,bananas,2011-08-15,0.02976471727431345
eat1,composting Cambridge,bananas,2011-08-15,0.012756307403277193
farm8,eat1,bananas,2011-08-16,8.75874092036716
eat1,landfill Cambridge,bananas,2011-08-16,6.131118644257011
eat1,composting Cambridge,bananas,2011-08-16,2.6276222761101478
farm8,eat1,bananas,2011-08-17,5.706267993365609
eat1,landfill Cambridge,bananas,2011-08-17,3.994387595355926
eat1,composting Cambridge,bananas,2011-08-17,1.7118803980096826
farm8,eat1,bananas,2011-08-18,0.0029851196582496593
eat1,landfill Cambridge,bananas,2011-08-18,0.002089583760774761
eat1,composting Cambridge,bananas,2011-08-18,0.0008955358974748976
farm8,eat1,bananas,2011-08-19,4.172449554612639
eat1,landfill Cambridge,bananas,2011-08-19,2.920714688228846
eat1,composting Cambridge,bananas,2011-08-19,1.2517348663837913
farm8,eat1,bananas,2011-08-20,0.12093106925156365
eat1,landfill Cambridge,bananas,2011-08-20,0.08465174847609455
eat1,composting Cambridge,bananas,2011-08-20,0.036279320775469096
farm8,eat1,bananas,2011-08-21,1.2272307710908734
eat1,landfill Cambridge,bananas,2011-08-21,0.8590615397636113
eat1,composting Cambridge,bananas,2011-08-21,0.3681692313272621
farm8,eat1,bananas,2011-08-22,9.96626203141892
eat1,landfill Cambridge,bananas,2011-08-22,6.976383421993242
eat1,composting Cambridge,bananas,2011-08-22,2.9898786094256766
farm8,eat1,bananas,2011-08-23,0.05189846283549535
eat1,landfill Cambridge,bananas,2011-08-23,0.03632892398484674
eat1,composting Cambridge,bananas,2011-08-23,0.015569538850648603
farm8,eat1,bananas,2011-08-24,4.144962364824875
eat1,landfill Cambridge,bananas,2011-08-24,2.901473655377412
eat1,composting Cambridge,bananas,2011-08-24,1.2434887094474625
farm8,eat1,bananas,2011-08-25,0.142157360093922
eat1,landfill Cambridge,bananas,2011-08-25,0.0995101520657454
eat1,composting Cambridge,bananas,2011-08-25,0.0426472080281766
farm8,eat1,bananas,2011-08-26,8.289095424905444
eat1,landfill Cambridge,bananas,2011-08-26,5.8023667974338125
eat1,composting Cambridge,bananas,2011-08-26,2.486728627471633
farm8,eat1,bananas,2011-08-27,8.238968289652421
eat1,landfill Cambridge,bananas,2011-08-27,5.767277802756692
eat1,composting Cambridge,bananas,2011-08-27,2.4716904868957257
farm8,eat1,bananas,2011-08-28,8.262907062830676
eat1,landfill Cambridge,bananas,2011-08-28,5.784034943981473
eat1,composting Cambridge,bananas,2011-08-28,2.478872118849203
farm8,eat1,bananas,2011-08-29,9.54648770161201
eat1,landfill Cambridge,bananas,2011-08-29,6.682541391128408
eat1,composting Cambridge,bananas,2011-08-29,2.8639463104836027
farm8,eat1,bananas,2011-08-30,2.2274478601059595
eat1,landfill Cambridge,bananas,2011-08-30,1.5592135020741715
eat1,composting Cambridge,bananas,2011-08-30,0.6682343580317879
farm8,eat1,bananas,2011-08-31,1.1283502640529481
eat1,landfill Cambridge,bananas,2011-08-31,0.7898451848370637
eat1,composting Cambridge,bananas,2011-08-31,0.3385050792158844
farm8,eat2,apples,2011-08-01,0.4484645203389804
eat2,landfill Ely,apples,2011-08-01,0.3139251642372862
eat2,composting Ely,apples,2011-08-01,0.1345393561016941
farm8,eat2,apples,2011-08-02,4.978548948735769
eat2,landfill Ely,apples,2011-08-02,3.4849842641150377
eat2,composting Ely,apples,2011-08-02,1.4935646846207309
farm8,eat2,apples,2011-08-03,0.26039619330370656
eat2,landfill Ely,apples,2011-08-03,0.18227733531259452
eat2,composting Ely,apples,2011-08-03,0.07811885799111197
farm8,eat2,apples,2011-08-04,6.216644456690017
eat2,landfill Ely,apples,2011-08-04,4.3516511196830105
eat2,composting Ely,apples,2011-08-04,1.8649933370070049
farm8,eat2,apples,2011-08-05,0.23292953830563626
eat2,landfill Ely,apples,2011-08-05,0.16305067681394536
eat2,composting Ely,apples,2011-08-05,0.06987886149169087
farm8,eat2,apples,2011-08-06,8.308161770195197
eat2,landfill Ely,apples,2011-08-06,5.815713239136637
eat2,composting Ely,apples,2011-08-06,2.4924485310585602
farm8,eat2,apples,2011-08-07,3.605406233326577
eat2,landfill Ely,apples,2011-08-07,2.523784363328604
eat2,composting Ely,apples,2011-08-07,1.0816218699979732
farm8,eat2,apples,2011-08-08,0.15130626311976025
eat2,landfill Ely,apples,2011-08-08,0.10591438418383216
eat2,composting Ely,apples,2011-08-08,0.04539187893592807
farm8,eat2,apples,2011-08-09,8.082719913162093
eat2,landfill Ely,apples,2011-08-09,5.6579039392134645
eat2,composting Ely,apples,2011-08-09,2.424815973948628
farm8,eat2,apples,2011-08-10,4.060164405837899
eat2,landfill Ely,apples,2011-08-10,2.842115084086529
eat2,composting Ely,apples,2011-08-10,1.2180493217513697
farm8,eat2,apples,2011-08-11,4.452664930831804
eat2,landfill Ely,apples,2011-08-11,3.1168654515822625
eat2,composting Ely,apples,2011-08-11,1.3357994792495411
farm8,eat2,apples,2011-08-12,5.196519600889107
eat2,landfill Ely,apples,2011-08-12,3.6375637206223743
eat2,composting Ely,apples,2011-08-12,1.558955880266732
farm8,eat2,apples,2011-08-13,8.35121166893807
eat2,landfill Ely,apples,2011-08-13,5.845848168256649
eat2,composting Ely,apples,2011-08-13,2.5053635006814208
farm8,eat2,apples,2011-08-14,0.013435875734750498
eat2,landfill Ely,apples,2011-08-14,0.009405113014325348
eat2,composting Ely,apples,2011-08-14,0.0040307627204251495
farm8,eat2,apples,2011-08-15,0.13649139638760374
eat2,landfill Ely,apples,2011-08-15,0.0955439774713226
eat2,composting Ely,apples,2011-08-15,0.04094741891628112
farm8,eat2,apples,2011-08-16,1.557341020550416
eat2,landfill Ely,apples,2011-08-16,1.090138714385291
eat2,composting Ely,apples,2011-08-16,0.4672023061651248
farm8,eat2,apples,2011-08-17,0.5744206937807099
eat2,landfill Ely,apples,2011-08-17,0.402094485646497
eat2,composting Ely,apples,2011-08-17,0.172326208134213
farm8,eat2,apples,2011-08-18,0.3207089960494674
eat2,landfill Ely,apples,2011-08-18,0.2244962972346272
eat2,composting Ely,apples,2011-08-18,0.09621269881484022
farm8,eat2,apples,2011-08-19,9.955261689381484
eat2,landfill Ely,apples,2011-08-19,6.9686831825670374
eat2,composting Ely,apples,2011-08-19,2.9865785068144457
